0,City,Country,Latitude,Temperature,Humidity,Cloud Cover,Wind Speed,Date
<citipy.citipy.City object at 0x000001F1EB154DA0>,dillon,us,45.22,28.4,74,90,10.29,1514652780
<citipy.citipy.City object at 0x000001F1EB379828>,chihuahua,mx,28.66,65.61,54,0,4.03,1514656005
<citipy.citipy.City object at 0x000001F1EAC214A8>,kindia,gn,10.05,86.98,31,0,3.02,1514656006
<citipy.citipy.City object at 0x000001F1EBE50F98>,kenai,us,60.55,17.56,92,20,13.87,1514652960
<citipy.citipy.City object at 0x000001F1EC267C18>,kadoma,zw,-18.34,76.14,36,12,5.88,1514656007
<citipy.citipy.City object at 0x000001F1EA4D3550>,carnarvon,au,-30.97,80.28,18,100,9.8,1514655478
<citipy.citipy.City object at 0x000001F1EA769E48>,bouar,cf,5.94,80.28,30,8,10.13,1514656008
<citipy.citipy.City object at 0x000001F1EC22E668>,phan rang,vn,,,,,,
<citipy.citipy.City object at 0x000001F1EB4F8DA0>,vardo,no,39.62,28.11,79,90,6.93,1514654100
<citipy.citipy.City object at 0x000001F1EB54CF60>,mala,pe,-12.66,67.95,91,64,4.14,1514656010
<citipy.citipy.City object at 0x000001F1EBD049B0>,bur gabo,so,,,,,,
<citipy.citipy.City object at 0x000001F1EA5B5780>,amarante do maranhao,br,-5.57,87.52,72,32,3.42,1514655757
<citipy.citipy.City object at 0x000001F1EBA8C4E0>,chumikan,ru,54.72,1.12,72,68,3.42,1514656012
<citipy.citipy.City object at 0x000001F1EBF8A6D8>,hibbing,us,47.43,-17.32,56,90,5.82,1514654100
<citipy.citipy.City object at 0x000001F1EB5666D8>,tautira,pf,-17.73,80.6,69,20,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EB2C0748>,monrovia,lr,6.33,86,74,20,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EB29CDD8>,tabiauea,ki,,,,,,
<citipy.citipy.City object at 0x000001F1EBAE6CF8>,khani,ru,41.96,55.4,54,75,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EB324E48>,myitkyina,mm,25.38,57.69,91,20,2.24,1514656015
<citipy.citipy.City object at 0x000001F1EA7D1710>,dayong,cn,11.74,78.3,100,68,26.24,1514656015
<citipy.citipy.City object at 0x000001F1EB07FF98>,pachino,it,36.72,55.4,76,0,13.87,1514652600
<citipy.citipy.City object at 0x000001F1EBCC2908>,harnosand,se,62.63,9.54,92,0,18.01,1514654400
<citipy.citipy.City object at 0x000001F1EAF2FEB8>,mahuva,in,21.09,73.21,95,0,17.4,1514656017
<citipy.citipy.City object at 0x000001F1EBCB6A58>,buala,sb,-8.15,78.52,100,80,3.87,1514655743
<citipy.citipy.City object at 0x000001F1EB7B6B00>,keti bandar,pk,24.14,69.48,100,0,10.29,1514656018
<citipy.citipy.City object at 0x000001F1EB270278>,rocha,uy,-34.48,95.31,41,44,3.42,1514655405
<citipy.citipy.City object at 0x000001F1EB7A2A20>,baffa,pk,34.44,28.26,74,0,2.24,1514656019
<citipy.citipy.City object at 0x000001F1EA4E1748>,mount isa,au,-20.73,87.8,52,40,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EBAEDA20>,khonuu,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EAC28320>,saint-francois,gp,46.42,55.4,71,75,6.93,1514655000
<citipy.citipy.City object at 0x000001F1EBC4F6D8>,tura,ru,25.52,55.93,83,0,3.42,1514655604
<citipy.citipy.City object at 0x000001F1EA6F16D8>,aklavik,ca,68.22,-17.81,67,40,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EB2A9E10>,saryshagan,kz,,,,,,
<citipy.citipy.City object at 0x000001F1EADEED68>,kupang,id,-10.16,77.53,100,76,2.64,1514655895
<citipy.citipy.City object at 0x000001F1EB268B38>,sheridan,us,39.65,16.47,92,90,15.17,1514655360
<citipy.citipy.City object at 0x000001F1EA8E9D30>,sao filipe,cv,14.9,75.46,88,32,15.95,1514655659
<citipy.citipy.City object at 0x000001F1EAA6FCC0>,san cristobal,ec,-0.39,64.4,55,40,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EB218940>,denton,us,33.22,44.87,87,90,10.29,1514654820
<citipy.citipy.City object at 0x000001F1EAAF05F8>,kemijarvi,fi,,,,,,
<citipy.citipy.City object at 0x000001F1EBD4AE48>,yasothon,th,15.8,71.95,71,12,18.9,1514656026
<citipy.citipy.City object at 0x000001F1EB462080>,mocuba,mz,-16.84,78.43,70,0,6.55,1514655688
<citipy.citipy.City object at 0x000001F1EB0674A8>,manerbio,it,45.36,36.36,86,0,3.36,1514654400
<citipy.citipy.City object at 0x000001F1EB45E940>,inhambane,mz,-23.87,76.45,91,44,11.14,1514655432
<citipy.citipy.City object at 0x000001F1EB2C0278>,wattegama,lk,7.35,67.9,94,8,2.86,1514656028
<citipy.citipy.City object at 0x000001F1EBD044E0>,barawe,so,,,,,,
<citipy.citipy.City object at 0x000001F1EBD29A90>,ban tak,th,17.04,66.82,99,32,2.8,1514656028
<citipy.citipy.City object at 0x000001F1EA725518>,lumsden,ca,50.65,-25.61,74,75,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EB048E10>,crotone,it,39.09,54,100,0,5.14,1514656029
<citipy.citipy.City object at 0x000001F1EB86DA20>,doha,qa,25.29,68,88,0,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EB502860>,amberley,nz,-43.15,57.2,100,56,3.36,1514655000
<citipy.citipy.City object at 0x000001F1EBE53160>,kodiak,us,39.95,8.6,65,90,14.99,1514652780
<citipy.citipy.City object at 0x000001F1EB5192E8>,sur,om,22.57,68.08,100,0,1.3,1514655572
<citipy.citipy.City object at 0x000001F1EB7A5FD0>,chaman,pk,30.92,25.29,76,0,2.86,1514656033
<citipy.citipy.City object at 0x000001F1EA6DEF28>,dekar,bw,-21.53,82.12,41,64,4.25,1514656033
<citipy.citipy.City object at 0x000001F1EBA4D630>,aykhal,ru,65.95,-10.9,69,64,3.02,1514656034
<citipy.citipy.City object at 0x000001F1EA518278>,crab hill,bb,,,,,,
<citipy.citipy.City object at 0x000001F1EA4E1CF8>,nelson bay,au,-32.72,71.6,78,90,11.41,1514653200
<citipy.citipy.City object at 0x000001F1EAE10080>,waingapu,id,-9.65,73.66,100,88,3.31,1514656036
<citipy.citipy.City object at 0x000001F1EBCC6BE0>,ostersund,se,63.18,10.4,85,48,6.93,1514654400
<citipy.citipy.City object at 0x000001F1EB2A20F0>,bodden town,ky,19.28,82.4,74,20,14.99,1514652720
<citipy.citipy.City object at 0x000001F1EA698630>,rolim de moura,br,,,,,,
<citipy.citipy.City object at 0x000001F1EC22DB38>,ha tinh,vn,18.33,66.1,100,92,25.39,1514655463
<citipy.citipy.City object at 0x000001F1EBD07390>,mogadishu,so,2.04,78.52,98,0,25.46,1514656039
<citipy.citipy.City object at 0x000001F1EB47E940>,maiduguri,ng,11.84,73.66,37,0,8.79,1514656039
<citipy.citipy.City object at 0x000001F1EB203710>,pierre,us,44.37,-11.21,63,90,4.7,1514652780
<citipy.citipy.City object at 0x000001F1EBCBC128>,marawi,sd,8,66.78,100,20,1.3,1514656040
<citipy.citipy.City object at 0x000001F1EB015C88>,stykkisholmur,is,65.08,15.48,100,88,6.78,1514656040
<citipy.citipy.City object at 0x000001F1EBC143C8>,solovetskiy,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EA4DCB00>,karratha,au,-20.74,76.68,79,0,9.46,1514655542
<citipy.citipy.City object at 0x000001F1EA6C9B38>,touros,br,-5.2,85.95,68,12,14.88,1514655696
<citipy.citipy.City object at 0x000001F1EB2C32E8>,ariogala,lt,55.26,32,87,90,4.7,1514654400
<citipy.citipy.City object at 0x000001F1EB0153C8>,grindavik,is,63.84,29.35,79,90,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EC222278>,la asuncion,ve,-1.64,69.8,56,40,3.36,1514653200
<citipy.citipy.City object at 0x000001F1EAE0E668>,tidore,id,,,,,,
<citipy.citipy.City object at 0x000001F1EBCCAE48>,umea,se,63.83,28.4,92,20,5.82,1514654400
<citipy.citipy.City object at 0x000001F1EBAFD4E0>,kodinsk,ru,58.6,4.05,79,80,2.91,1514656045
<citipy.citipy.City object at 0x000001F1EBC61FD0>,ust-omchug,ru,61.13,-19.99,27,36,2.57,1514656045
<citipy.citipy.City object at 0x000001F1EB29CD30>,rungata,ki,,,,,,
<citipy.citipy.City object at 0x000001F1EB2F6748>,sabha,ly,27.03,52.29,58,0,5.82,1514656046
<citipy.citipy.City object at 0x000001F1EBC68908>,vagay,ru,57.94,9.81,84,48,5.88,1514656047
<citipy.citipy.City object at 0x000001F1EBA9CA58>,dulyapino,ru,57.26,33.3,96,92,16.62,1514656047
<citipy.citipy.City object at 0x000001F1EA4D2198>,ayr,au,55.46,43.45,75,40,13.87,1514654400
<citipy.citipy.City object at 0x000001F1EB827390>,cascais,pt,38.7,59,93,75,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EA7607F0>,dibaya,cd,,,,,,
<citipy.citipy.City object at 0x000001F1EB1F4E10>,santa isabel,us,4.71,77,78,75,8.05,1514653200
<citipy.citipy.City object at 0x000001F1EA818550>,weihe,cn,32.99,18.9,68,0,1.9,1514656051
<citipy.citipy.City object at 0x000001F1EBF2D828>,lawrence,us,38.97,11.95,61,90,13.87,1514652840
<citipy.citipy.City object at 0x000001F1EC242D68>,calvinia,za,-31.47,79.56,15,0,10.36,1514656052
<citipy.citipy.City object at 0x000001F1EC23BB70>,lahij,ye,13.06,62.1,94,0,3.76,1514656052
<citipy.citipy.City object at 0x000001F1EA81F208>,xichang,cn,27.88,23.85,77,0,1.63,1514655516
<citipy.citipy.City object at 0x000001F1EAA90518>,aswan,eg,24.09,69.8,30,0,9.17,1514653200
<citipy.citipy.City object at 0x000001F1EB452EB8>,labuan,my,5.28,77.92,94,75,3.36,1514655000
<citipy.citipy.City object at 0x000001F1EAC1D208>,narsaq,gl,60.91,30.2,50,75,4.7,1514652600
<citipy.citipy.City object at 0x000001F1EA9666D8>,blumberg,de,47.84,51.04,81,75,17.22,1514654400
<citipy.citipy.City object at 0x000001F1EA6E4F28>,mosetse,bw,-20.64,85.27,38,64,3.58,1514656055
<citipy.citipy.City object at 0x000001F1EB4BFF60>,a,no,,,,,,
<citipy.citipy.City object at 0x000001F1EBDE0198>,ivankiv,ua,50.93,35.6,100,80,4.47,1514653200
<citipy.citipy.City object at 0x000001F1EA4D31D0>,byron bay,au,-28.65,75.2,88,75,5.82,1514654460
<citipy.citipy.City object at 0x000001F1EAFD5320>,tezu,in,27.93,50.26,69,8,1.86,1514656057
<citipy.citipy.City object at 0x000001F1EAB5A518>,plouzane,fr,48.38,55.78,87,90,28.86,1514655000
<citipy.citipy.City object at 0x000001F1EB2F2B00>,awbari,ly,26.59,50.08,63,0,4.54,1514656057
<citipy.citipy.City object at 0x000001F1EA874358>,la primavera,co,-32.92,91.4,18,0,16.11,1514653200
<citipy.citipy.City object at 0x000001F1EBD04C18>,eyl,so,7.98,75.78,86,0,21.47,1514655524
<citipy.citipy.City object at 0x000001F1EBC46128>,troitsko-pechorsk,ru,62.71,29.16,84,80,8.39,1514655607
<citipy.citipy.City object at 0x000001F1EB308240>,miandrivazo,mg,-19.53,71.73,99,24,2.8,1514656059
<citipy.citipy.City object at 0x000001F1EB6E00B8>,pandan,ph,11.72,78.3,100,68,26.24,1514656060
<citipy.citipy.City object at 0x000001F1EAFF9BE0>,tall kayf,iq,37.08,55.17,50,75,11.41,1514653200
<citipy.citipy.City object at 0x000001F1EBA99B00>,dubenskiy,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EC25D4E0>,willowmore,za,-33.3,66.46,44,0,2.57,1514656061
<citipy.citipy.City object at 0x000001F1EB56D940>,port moresby,pg,-9.47,78.8,94,20,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EA7B5630>,taltal,cl,-25.41,74.25,52,0,5.77,1514655582
<citipy.citipy.City object at 0x000001F1EBEF3160>,nanakuli,us,21.39,65.34,88,20,3.36,1514653500
<citipy.citipy.City object at 0x000001F1EADDC438>,bontang,id,0.12,76.05,100,92,2.64,1514656063
<citipy.citipy.City object at 0x000001F1EAE092E8>,sungaipenuh,id,-2.08,67.18,97,68,1.07,1514655594
<citipy.citipy.City object at 0x000001F1EB4ECD30>,skjervoy,no,70.03,28.26,100,48,12.41,1514656064
<citipy.citipy.City object at 0x000001F1EBA7CE10>,chagda,ru,,,,,,
<citipy.citipy.City object at 0x000001F1EA87E9B0>,miraflores,co,5.2,59.53,91,80,2.42,1514655714
<citipy.citipy.City object at 0x000001F1EAD555F8>,miragoane,ht,18.44,79.83,100,12,1.57,1514656065
<citipy.citipy.City object at 0x000001F1EA829D30>,yuxia,cn,34.06,24.8,68,0,2.08,1514653200
<citipy.citipy.City object at 0x000001F1EA73E4E0>,saint anthony,ca,43.97,38.41,69,1,12.75,1514652780
<citipy.citipy.City object at 0x000001F1EADF5B38>,merauke,id,-8.49,77.04,100,56,3.24,1514656066
<citipy.citipy.City object at 0x000001F1EB47E438>,lafiagi,ng,8.85,83.16,49,0,2.8,1514656067
<citipy.citipy.City object at 0x000001F1EB556588>,pomabamba,pe,-8.82,60.03,43,88,2.13,1514656068
<citipy.citipy.City object at 0x000001F1EBEAB7F0>,sterling,us,39,27.39,73,75,4.7,1514654100
<citipy.citipy.City object at 0x000001F1EB32B4E0>,bulgan,mn,48.81,-10.22,46,0,3.36,1514655580
<citipy.citipy.City object at 0x000001F1EABE0C88>,penzance,gb,50.12,48.2,93,75,10.29,1514654400
<citipy.citipy.City object at 0x000001F1EB2BB898>,kalmunai,lk,7.42,72.67,95,68,5.88,1514656070
<citipy.citipy.City object at 0x000001F1EBCCE860>,visby,se,57.64,35.6,74,76,13.87,1514654400
<citipy.citipy.City object at 0x000001F1EBE53400>,sitka,us,37.17,15.39,51,32,7.56,1514655493
<citipy.citipy.City object at 0x000001F1EA6D7860>,vilhena,br,-12.74,80.6,74,40,10.29,1514653200
<citipy.citipy.City object at 0x000001F1EB0DAE10>,hirara,jp,24.8,69.21,100,64,14.43,1514656073
<citipy.citipy.City object at 0x000001F1EB46F2B0>,tanout,ne,14.97,71.73,29,0,11.97,1514655662
<citipy.citipy.City object at 0x000001F1EA4E8BE0>,victor harbor,au,-35.55,57.2,82,75,1.12,1514653200
<citipy.citipy.City object at 0x000001F1EAB03630>,arcachon,fr,44.65,55.51,81,0,5.82,1514655000
<citipy.citipy.City object at 0x000001F1EA4E39E8>,port macquarie,au,-31.43,71.6,94,90,17.22,1514655000
<citipy.citipy.City object at 0x000001F1EB547EB8>,huarmey,pe,-10.07,75.51,60,48,3.87,1514656075
<citipy.citipy.City object at 0x000001F1EBC70A90>,verkhnyaya maksakovka,ru,61.63,33.8,86,90,13.42,1514653200
<citipy.citipy.City object at 0x000001F1EAB373C8>,la ciotat,fr,43.17,55.38,76,0,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EB320550>,dawei,mm,14.07,78.39,70,24,5.1,1514656077
<citipy.citipy.City object at 0x000001F1EAE63978>,bareli,in,,,,,,
<citipy.citipy.City object at 0x000001F1EBCA9D68>,zhigansk,ru,66.77,-32.86,0,48,2.8,1514655559
<citipy.citipy.City object at 0x000001F1EBE47550>,paidha,ug,2.42,69.66,54,0,4.88,1514656078
<citipy.citipy.City object at 0x000001F1EAEA3978>,dhanwar,in,24.42,44.5,85,0,2.8,1514656080
<citipy.citipy.City object at 0x000001F1EBA8C358>,chulman,ru,56.84,-23.27,32,76,2.53,1514656081
<citipy.citipy.City object at 0x000001F1EBCB8DA0>,kutum,sd,14.2,65.65,28,0,10.92,1514655715
<citipy.citipy.City object at 0x000001F1EB45ECF8>,maputo,mz,-25.97,75.2,83,40,13.87,1514653200
<citipy.citipy.City object at 0x000001F1EBC161D0>,sosnovoborsk,ru,56.12,12.2,85,40,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EBE1AA90>,shyryayeve,ua,47.38,35.86,95,36,7.27,1514656083
<citipy.citipy.City object at 0x000001F1EB2A9F28>,semey,kz,50.41,23.76,90,76,6.93,1514656084
<citipy.citipy.City object at 0x000001F1EAC0DD30>,cayenne,gf,4.94,86,74,75,16.11,1514653200
<citipy.citipy.City object at 0x000001F1EAE28CF8>,dimona,il,31.07,46.48,88,0,3.76,1514656085
<citipy.citipy.City object at 0x000001F1EBCB8F28>,malakal,sd,,,,,,
<citipy.citipy.City object at 0x000001F1EBA486A0>,arman,ru,59.7,-13.01,83,0,3.91,1514653200
<citipy.citipy.City object at 0x000001F1EBE57240>,flagstaff,us,35.2,56.57,12,1,3.36,1514655300
<citipy.citipy.City object at 0x000001F1EA4D7828>,flinders,au,-34.58,64.4,93,90,8.05,1514653500
<citipy.citipy.City object at 0x000001F1EAAE5F98>,hagere selam,et,6.48,56.43,60,32,1.63,1514656087
<citipy.citipy.City object at 0x000001F1EA820898>,xuanhua,cn,40.61,8.91,32,0,6.78,1514656088
<citipy.citipy.City object at 0x000001F1EB2B0710>,zhezkazgan,kz,47.8,13.5,57,36,7.16,1514655729
<citipy.citipy.City object at 0x000001F1EB33D6D8>,grand river south east,mu,,,,,,
<citipy.citipy.City object at 0x000001F1EB32B9E8>,ondorhaan,mn,,,,,,
<citipy.citipy.City object at 0x000001F1EBCB4D30>,buraydah,sa,26.33,64.4,39,0,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EB305240>,beloha,mg,-25.17,75.01,77,92,16.62,1514655502
<citipy.citipy.City object at 0x000001F1EA6DBD30>,rock sound,bs,24.9,74.88,100,0,7.56,1514656091
<citipy.citipy.City object at 0x000001F1EAE09E10>,tarakan,id,3.3,77.98,100,68,5.55,1514656093
<citipy.citipy.City object at 0x000001F1EA7E23C8>,huaicheng,cn,23.91,47.88,78,12,4.36,1514656094
<citipy.citipy.City object at 0x000001F1EAA6B550>,muisne,ec,0.61,83.61,66,88,7.11,1514656094
<citipy.citipy.City object at 0x000001F1EB1052E8>,nakamura,jp,35.17,37.89,65,75,5.82,1514653200
<citipy.citipy.City object at 0x000001F1EAEDB080>,indi,in,17.17,58,66,0,4.81,1514656096
<citipy.citipy.City object at 0x000001F1EBCB8278>,bara,sd,10.41,78.88,25,0,8.79,1514656096
<citipy.citipy.City object at 0x000001F1EA6A94A8>,sao gabriel da cachoeira,br,-0.13,79.74,84,92,3.02,1514655609
<citipy.citipy.City object at 0x000001F1EA74A0B8>,shelburne,ca,44.08,15.8,85,90,3.36,1514655540
<citipy.citipy.City object at 0x000001F1EB0F8F98>,kushima,jp,31.5,42.43,100,64,8.61,1514656098
<citipy.citipy.City object at 0x000001F1EA718518>,high level,ca,58.52,-40.01,58,5,2.24,1514655360
<citipy.citipy.City object at 0x000001F1EACC9780>,zagora,gr,46.19,36.81,64,0,6.93,1514655000
<citipy.citipy.City object at 0x000001F1EBE76F28>,half moon bay,us,37.46,44.04,81,1,5.03,1514653620
<citipy.citipy.City object at 0x000001F1EBDF9EB8>,murovani kurylivtsi,ua,48.71,31.59,91,36,5.26,1514656100
<citipy.citipy.City object at 0x000001F1EA4A0C88>,catamarca,ar,,,,,,
<citipy.citipy.City object at 0x000001F1EA70E940>,flin flon,ca,54.77,-23.81,61,90,2.24,1514653200
<citipy.citipy.City object at 0x000001F1EBA68D30>,bogashevo,ru,56.37,8.77,80,68,6.33,1514656101
<citipy.citipy.City object at 0x000001F1EBE53080>,ketchikan,us,55.34,14.2,78,1,6.38,1514652960
<citipy.citipy.City object at 0x000001F1EBA85FD0>,cherskiy,ru,68.75,-24.58,38,44,2.8,1514655402
<citipy.citipy.City object at 0x000001F1EB4F8E80>,varhaug,no,58.61,37.4,69,75,6.93,1514654400
<citipy.citipy.City object at 0x000001F1EB5108D0>,southbridge,nz,42.08,13.57,78,90,3.42,1514655000
<citipy.citipy.City object at 0x000001F1EC26C4E0>,redcliffe,zw,51.45,51.31,87,40,14.99,1514654400
<citipy.citipy.City object at 0x000001F1EB7DCC18>,darlowo,pl,54.42,37.26,100,92,27.29,1514656105
<citipy.citipy.City object at 0x000001F1EADFD240>,payakumbuh,id,-0.23,70.29,98,80,2.13,1514656105
<citipy.citipy.City object at 0x000001F1EA4AD320>,viedma,ar,-40.81,74.47,28,0,13.65,1514655468
<citipy.citipy.City object at 0x000001F1EB566FD0>,ambunti,pg,-4.22,75.28,100,92,2.3,1514656106
<citipy.citipy.City object at 0x000001F1EA5B8F28>,aquiraz,br,-3.9,87.8,58,20,17.22,1514653200
<citipy.citipy.City object at 0x000001F1EBB012B0>,koltsovo,ru,54.94,6.8,84,75,6.71,1514653200
<citipy.citipy.City object at 0x000001F1EAC7A4A8>,lixourion,gr,38.2,51.04,76,40,10.29,1514652600
<citipy.citipy.City object at 0x000001F1EAF82E10>,port blair,in,11.67,82.66,98,0,13.82,1514656109
<citipy.citipy.City object at 0x000001F1EB6563C8>,kinablangan,ph,7.69,78.07,100,80,8.57,1514656109
<citipy.citipy.City object at 0x000001F1EA6A9630>,sao geraldo do araguaia,br,-6.4,87.61,75,8,6.15,1514656110
<citipy.citipy.City object at 0x000001F1EA7EE470>,juegang,cn,32.31,38.7,100,20,11.7,1514656111
<citipy.citipy.City object at 0x000001F1EA685EF0>,pontes e lacerda,br,-15.23,86.4,78,8,9.35,1514656111
<citipy.citipy.City object at 0x000001F1EADE2F98>,galesong,id,-5.32,77,94,20,3.36,1514655000
<citipy.citipy.City object at 0x000001F1EA8E99B0>,porto novo,cv,-23.68,73.4,83,75,4.7,1514653200
<citipy.citipy.City object at 0x000001F1EB815C50>,saint-pierre,pm,48.95,55.4,93,90,21.92,1514655000
<citipy.citipy.City object at 0x000001F1EB542160>,chicama,pe,-7.84,71.6,78,20,10.29,1514653200
<citipy.citipy.City object at 0x000001F1EA827E48>,yongan,cn,39.7,6.84,41,0,5.77,1514656114
<citipy.citipy.City object at 0x000001F1EB1A9588>,havelock,us,34.88,47.86,36,1,4.7,1514653080
<citipy.citipy.City object at 0x000001F1EBC0EC88>,sobolevo,ru,54.43,32.13,96,88,7.94,1514656115
